,trend,season,noise,trend_noise,cyclic_noise,observation
0,7.844561009185593,4.0,4.224249497930787,12.06881050711638,8.224249497930787,16.068810507116382
1,7.824606426111729,4.4455685602347925,5.030484459783636,12.855090885895365,9.476053020018428,17.300659446130158
2,7.8046631125534685,4.849761042899514,5.587601803354717,13.392264915908186,10.437362846254231,18.2420259588077
3,7.784731244324636,5.176177199149548,4.234083645203354,12.01881488952799,9.410260844352901,17.194992088677537
4,7.764810997630638,5.397768296773712,5.394759011642746,13.159570009273384,10.792527308416458,18.557338306047097
5,7.744902549063777,5.500084912286036,4.924528089327556,12.669430638391333,10.424613001613592,18.169515550677367
6,7.725006075598574,5.483005113042248,3.5405829544801173,11.265589030078692,9.023588067522365,16.74859414312094
7,7.705121754587078,5.360734602549213,4.7214665581713025,12.42658831275838,10.082201160720516,17.787322915307595
8,7.685249763754189,5.16007882879415,5.757134305003668,13.442384068757857,10.91721313379782,18.60246289755201
9,7.665390281192975,4.917195482079259,6.69808207444505,14.363472355638025,11.615277556524308,19.28066783771728
10,7.645543485359985,4.673219096175343,5.197883195791092,12.843426681151076,9.871102291966434,17.516645777326417
11,7.625709555070575,4.469285507448664,4.27738683098556,11.903096386056134,8.746672338434223,16.372381893504798
12,7.605888669494218,4.341556312435464,3.5602887699439494,11.166177439438167,7.901845082379413,15.50773375187363
13,7.586081008149825,4.316843464340466,4.508154463366786,12.094235471516612,8.824997927707251,16.411078935857077
14,7.566286750901061,4.409361763119097,5.41005897093752,12.97634572183858,9.819420734056617,17.385707484957678
15,7.546506077951665,4.619000952966306,6.318486403362562,13.864992481314227,10.937487356328868,18.48399343428053
16,7.526739169840763,4.931325853710485,4.817527792074351,12.344266961915114,9.748853645784836,17.2755928156256
17,7.506986207438191,5.319304525955931,4.614032528472013,12.121018735910203,9.933337054427945,17.440323261866133
18,7.487247371939808,5.746556043162313,3.1080797325360443,10.595327104475853,8.854635775698357,16.341883147638164
19,7.467522844862816,6.171726156525887,3.881109992841899,11.348632837704715,10.052836149367785,17.5203589942306
20,7.447812808041076,6.553463097691206,4.301062095319542,11.748874903360619,10.854525193010748,18.302338001051822
21,7.42811744362043,6.855393378506825,3.7986931108075512,11.226810554427981,10.654086489314377,18.082203932934807
22,7.408436934054008,7.050497447042039,5.236800800503021,12.645237734557028,12.28729824754506,19.69573518159907
23,7.388771462097559,7.124357444903997,5.224134960466581,12.61290642256414,12.348492405370578,19.737263867468137
24,7.369121210804759,7.07688535173745,2.571117199999797,9.940238410804556,9.648002551737246,17.017123762542006
25,7.349486363522531,6.922323090120275,3.913979656901269,11.263466020423799,10.836302747021545,18.185789110544075
26,7.329867103886366,6.687514590729758,5.375170931743707,12.705038035630073,12.062685522473465,19.39255262635983
27,7.310263615815634,6.408658244316648,4.6251169542581705,11.935380570073804,11.03377519857482,18.34403881439045
28,7.290676083508905,6.126931454355301,4.274486160887445,11.565162244396351,10.401417615242746,17.692093698751652
29,7.271104691439268,5.883515045081896,3.7968629839524604,11.067967675391728,9.680378029034356,16.951482720473624
30,7.251549624349647,5.714617665456064,5.045757601419507,12.297307225769154,10.76037526687557,18.011924891225217
31,7.23201106724812,5.6471003295861175,3.1020851982646414,10.33409626551276,8.74918552785076,15.98119659509888
32,7.212489205403233,5.695228848344481,2.3210419109806146,9.533531116383848,8.016270759325096,15.22875996472833
33,7.192984224339317,5.858945866065824,5.304273209472969,12.497257433812287,11.163219075538793,18.35620329987811
34,7.173496309831814,6.123870928898892,3.7442705527779285,10.917766862609742,9.86814148167682,17.041637791508634
35,7.154025647902585,6.4630285847305755,4.031384178405761,11.185409826308346,10.494412763136337,17.64843841103892
36,7.134572424815232,6.840096087948418,4.312298867028946,11.446871291844179,11.152394954977364,18.286967379792596
37,7.115136827070413,7.213778994986514,3.947564364704629,11.06270119177504,11.161343359691143,18.276480186761557
38,7.095719041401166,7.542786895766197,4.10512296834168,11.200842009742846,11.647909864107877,18.74362890550904
39,7.076319254768218,7.79080914032991,4.409243357179152,11.485562611947369,12.200052497509063,19.27637175227728
40,7.056937654355303,7.930890419972498,3.5604936652649988,10.617431319620302,11.491384085237497,18.5483217395928
41,7.03757442756449,7.948678447998447,6.0377180040370115,13.0752924316015,13.986396452035459,21.02397087959995
42,7.018229762011486,7.844152026078601,2.184342507530949,9.202572269542435,10.02849453360955,17.046724295621036
43,6.998903845520969,7.631621069512618,5.670818230985586,12.669722076506556,13.302439300498204,20.30134314601917
44,6.97959686612189,7.337998591367039,5.0996358464554605,12.079232712577351,12.4376344378225,19.41723130394439
45,6.960309012042802,6.999553072122549,3.3811519501899765,10.341460962232778,10.380705022312526,17.34101403435533
46,6.94104047170717,6.657532928796881,4.680009411543244,11.621049883250414,11.337542340340125,18.278582812047297
47,6.921791433728695,6.353190838354831,4.142517383476676,11.064308817205372,10.495708221831507,17.417499655560203
48,6.902562086906627,6.122808056041642,4.626710428901935,11.529272515808563,10.749518484943577,17.652080571850206
49,6.883352620221085,5.993318869281954,5.5260100013187134,12.409362621539799,11.519328870600667,18.402681490821752
50,6.864163222828371,5.979062941974031,4.254860284659598,11.11902350748797,10.233923226633628,17.098086449462
51,6.844994084056292,6.080057263175852,5.594821828216276,12.439815912272568,11.674879091392128,18.51987317544842
52,6.825845393399474,6.281996126858932,4.194207229043308,11.020052622442783,10.47620335590224,17.30204874930171
53,6.806717340514682,6.5579791427539895,4.703145620401223,11.509862960915905,11.261124763155212,18.067842103669896
54,6.787610115216138,6.8717588516608465,4.4562974757935265,11.243907591009664,11.328056327454373,18.11566644267051
55,6.7685239074708345,7.182116231274085,4.131216917024197,10.899740824495032,11.313333148298282,18.081857055769117
56,6.749458907393856,7.447836337742782,4.818917355124265,11.568376262518122,12.266753692867047,19.016212600260904
57,6.7304153052436915,7.63268394236987,4.417664683248349,11.14807998849204,12.05034862561822,18.780763930861912
58,6.7113932914175605,7.709779022862469,5.745742532321024,12.457135823738584,13.455521555183493,20.166914846601053
59,6.692393056446725,7.664844354368897,3.7808397487840093,10.473232805230733,11.445684103152907,18.138077159599632
60,6.673414790991803,7.497933486382764,4.44768578121616,11.121100572207963,11.945619267598925,18.619034058590728
61,6.6544586858380965,7.223430678927041,3.9480308651404035,10.6024895509785,11.171461544067444,17.82592022990554
62,6.635524931890898,6.868322798094104,2.423687535177988,9.059212467068885,9.292010333272092,15.927535265162991
63,6.616613720170818,6.46895159768097,5.092657112718764,11.709270832889583,11.561608710399735,18.178222430570553
64,6.597725241809093,6.06663810099098,4.680960524933293,11.278685766742386,10.747598625924272,17.345323867733367
65,6.578859688042911,5.702706837717551,5.600855491577118,12.179715179620029,11.30356232929467,17.882422017337582
