,trend,season,noise,trend_noise,cyclic_noise,observation
0,8.458674972683633,4.0,5.931878956927867,14.3905539296115,9.931878956927868,18.3905539296115
1,8.42743726181047,4.728799111616466,5.697138442793401,14.12457570460387,10.425937554409867,18.853374816220338
2,8.396240561958837,5.42025006807626,4.739029208861742,13.135269770820578,10.159279276938001,18.55551983889684
3,8.365085226467238,6.039015510951119,4.8846652528127485,13.249750479279987,10.923680763763867,19.288765990231106
4,8.333971609214606,6.553671276319769,3.9666893280458204,12.300660937260426,10.520360604365589,18.854332213580193
5,8.302900064608666,6.9383978384573926,3.9667109741349886,12.269611038743655,10.905108812592381,19.208008877201046
6,8.271870947574348,7.174369616876293,3.3234434477057513,11.595314395280099,10.497813064582044,18.76968401215639
7,8.240884613542127,7.25076725240824,3.7843568488486605,12.025241462390788,11.035124101256901,19.276008714799026
8,8.209941418436433,7.165358283835791,2.453212208794803,10.663153627231235,9.618570492630594,17.828511911067025
9,8.179041718664005,6.924614924193399,5.250398810513033,13.429440529177038,12.175013734706432,20.354055453370435
10,8.148185871102289,6.543362590906298,3.918548415916985,12.066734287019274,10.461911006823284,18.61009687792557
11,8.1173742330878,6.043978141082961,4.937703598302534,13.055077831390333,10.981681739385495,19.099055972473295
12,8.086607162404503,5.455181038749615,3.3304142303248834,11.417021392729387,8.785595269074499,16.872202431479003
13,8.055885017272207,4.810482625916003,3.6676851553188294,11.723570172591035,8.478167781234832,16.53405279850704
14,8.025208156334928,4.146377101024089,3.689357155934004,11.714565312268933,7.835734256958093,15.86094241329302
15,7.99457693864926,3.5003717329003496,5.643673668886477,13.638250607535737,9.144045401786826,17.138622340436086
16,7.963991723672774,2.9089625051304675,4.664811208348787,12.62880293202156,7.573773713479255,15.537765437152029
17,7.933452871252384,2.4056643275733265,5.189085740755945,13.122538612008329,7.5947500683292715,15.528202939581655
18,7.9029607416127226,2.0192020099364765,4.208885504393848,12.111846246006571,6.2280875143303245,14.131048255943046
19,7.872515695344529,1.7719595255403209,2.375267883684759,10.247783579029289,4.14722740922508,12.01974310456961
20,7.842118093393018,1.6787711688327525,5.130989456604972,12.97310754999799,6.8097606254377245,14.651878718830742
21,7.811768297046263,1.7461197785566671,5.619513699873256,13.43128199691952,7.365633478429923,15.177401775476186
22,7.781466667923572,1.9717852533754017,4.837319188877174,12.618785856800745,6.8091044422525755,14.590571110176146
23,7.7512135679638705,2.3449623112917415,4.198989211970673,11.950202779934543,6.543951523262415,14.295165091226284
24,7.721009359414071,2.8468411470515127,5.8780005391606664,13.599009898574739,8.72484168621218,16.445851045626252
25,7.690854404817459,3.451619686678854,3.0568704665849875,10.747724871402447,6.508490153263842,14.1993445580813
26,7.660749067002069,4.1278928706799025,3.795746189975211,11.45649525697728,7.9236390606551135,15.584388127657181
27,7.6306937090690585,4.840344071637892,4.864073165378291,12.49476687444735,9.704417237016184,17.335110946085244
28,7.600688694381094,5.5516474636756925,4.835092842318746,12.435781536699839,10.386740305994438,17.98742900037553
29,7.570734386550719,6.2244787886850865,4.1678491413604455,11.738583527911164,10.392327930045532,17.96306231659625
30,7.540831149428747,6.823526120414679,5.252631579963197,12.793462729391944,12.076157700377877,19.616988849806624
31,7.510979347092622,7.3173922275112195,2.3711850299428465,9.882164377035469,9.688577257454066,17.199556604546686
32,7.4811793438348095,7.680285980422378,4.703633364417563,12.184812708252373,12.383919344839942,19.865098688674752
33,7.451431504151172,7.8934116196516815,3.571334596873079,11.022766101024251,11.46474621652476,18.916177720675933
34,7.42173619272934,7.945980991108958,4.5193597300466966,11.941095922776036,12.465340721155656,19.887076913884997
35,7.392093774437102,7.835794180119285,3.6047040149202862,10.996797789357387,11.44049819503957,18.832591969476674
36,7.362504614310772,7.569357243269428,2.4414651368245357,9.803969751135309,10.010822380093963,17.373326994404735
37,7.332969077543578,7.161530692320512,5.305388375137036,12.638357452680614,12.466919067457548,19.799888145001127
38,7.303487529474028,6.634727681565822,3.7361936990372833,11.039681228511311,10.370921380603106,17.674408910077133
39,7.274060335574297,6.017705125487749,4.6751673816111845,11.949227717185481,10.692872507098933,17.96693284267323
40,7.244687861438604,5.344012918670722,5.197392204735948,12.442080066174551,10.541405123406669,17.786092984845272
41,7.215370472771588,4.650184861591743,4.048474981228567,11.263845454000155,8.69865984282031,15.914030315591898
42,7.186108535376689,3.9737688204810437,4.821335603737776,12.007444139114465,8.79510442421882,15.98121295959551
43,7.156902415144519,3.351302316245634,4.355945007281168,11.512847422425686,7.707247323526802,14.864149738671323
44,7.127752478041251,2.8163426792482893,5.279533386845128,12.40728586488638,8.095876066093417,15.22362854413467
45,7.098659090096989,2.3976579649417187,6.450066120660066,13.548725210757055,8.847724085601785,15.946383175698774
46,7.069622617394151,2.1176761585642767,4.730089866350346,11.799712483744496,6.847766024914622,13.917388642308772
47,7.0406434260558415,1.991276272539598,4.886377398515057,11.9270208245709,6.877653671054655,13.918297097110496
48,7.011721882234236,2.0249865085647425,6.003407550397994,13.01512943263223,8.028394058962736,15.040115941196973
49,6.982858352098956,2.2166327112752917,4.1339142565742755,11.11677260867323,6.350546967849567,13.333405319948522
50,6.954053201825445,2.55545606490769,4.743278011690739,11.697331213516184,7.2987340765984285,14.252787278423874
51,6.925306797583355,3.0226936872355363,3.238365224899785,10.16367202248314,6.261058912135321,13.186365709718675
52,6.896619505524911,3.5925908200136734,4.679224813003434,11.575844318528345,8.271815633017107,15.16843513854202
53,6.867991691773303,4.233790047554237,4.9418857714281605,11.809877463201463,9.175675818982398,16.0436675107557
54,6.8394237224110555,4.911022649246087,3.6533261667150407,10.492749889126095,8.564348815961129,15.403772538372184
55,6.81091596346841,5.587010903582383,3.7556063489164533,10.566522312384864,9.342617252498837,16.153533215967247
56,6.782468780911702,6.224478788685083,1.6873265509043494,8.469795331816051,7.911805339589432,14.694274120501134
