,trend,season,noise,trend_noise,cyclic_noise,observation
0,15.029220088876281,4.0,3.315081786412877,18.34430187528916,7.315081786412877,22.34430187528916
1,14.982304529880016,4.598436953672722,3.3458031045933057,18.328107634473323,7.944240058266027,22.926544588146044
2,14.935399169742924,5.180579222784846,2.848819476636554,17.78421864637948,8.0293986994214,22.96479786916432
3,14.88850435932158,5.73061587074244,5.935434022998583,20.823938382320165,11.666049893741024,26.554554253062605
4,14.84162045045724,6.23368882675473,5.8444498964666005,20.68607034692384,12.07813872322133,26.91975917367857
5,14.79474779596865,6.676333187528577,4.501656156457028,19.296403952425678,11.177989343985605,25.972737139954255
6,14.747886749644834,7.046875391553778,4.927250647238205,19.675137396883038,11.974126038791983,26.722012788436817
7,14.701037666237891,7.335777233509588,4.3230816076150465,19.02411927385294,11.658858841124633,26.359896507362524
8,14.654200901455805,7.53591533032465,4.12990522926717,18.784106130722975,11.66582055959182,26.320021461047624
9,14.607376811955236,7.64278760968654,3.3502406343946323,17.957617446349868,10.993028244081172,25.600405056036408
10,14.560565755334315,7.654640606803792,3.5557606436205274,18.116326398954843,11.210401250424319,25.770967005758635
11,14.513768090125449,7.5725137586853855,6.638401487656321,21.15216957778177,14.210915246341706,28.724683336467155
12,14.466984175788113,7.40019940410836,5.718355984870255,20.18534016065837,13.118555388978615,27.585539564766727
13,14.420214372701672,7.144119755276776,3.7950046255884073,18.21521899829008,10.939124380865184,25.359338753566856
14,14.373459042158126,6.813124626236276,3.2931011725346417,17.66656021469277,10.106225798770918,24.479684840929046
15,14.326718546354977,6.418216106880274,3.409940325128808,17.736658871483783,9.82815643200908,24.154874978364056
16,14.279993248387974,5.972208586852757,4.212156408208822,18.492149656596794,10.184364995061578,24.464358243449553
17,14.233283512243935,5.489334493528597,5.608520126781757,19.84180363902569,11.097854620310354,25.331138132554287
18,14.186589702793542,4.984807753012207,4.905072799582747,19.091662502376288,9.889880552594954,24.076470255388497
19,14.139912185784137,4.474358262792376,4.614174513154328,18.754086698938465,9.088532775946703,23.22844496173084
20,14.093251327832526,3.973751540471495,1.9648803524777216,16.058131680310247,5.938631892949217,20.031883220781744
21,14.046607496417773,3.498308158271268,5.853051609937053,19.899659106354825,9.35135976820832,23.397967264626093
22,13.999981059873994,3.0624375743052283,5.717502811027498,19.717483870901493,8.779940385332726,22.779921445206718
23,13.95337238738317,2.679200528893702,4.654469466337826,18.607841853721,7.333669995231528,21.2870423826147
24,13.906781848967926,2.359913300962174,3.6795890948575427,17.586370943825468,6.039502395819717,19.94628424478764
25,13.860209815484353,2.1138058423742754,2.636634504767028,16.49684432025138,4.7504403471413035,18.610650162625657
26,13.813656658614777,1.9477441657444137,5.497133346503658,19.310790005118434,7.4448775122480715,21.25853417086285
27,13.767122750860581,1.8660254037844384,3.5866646237079096,17.35378737456849,5.452690027492348,19.21981277835293
28,13.720608465535008,1.8702517450724823,3.0861766954173673,16.806785160952376,4.95642844048985,18.67703690602486
29,13.674114176755932,1.9592870495664352,4.135816309805429,17.80993048656136,6.095103359371864,19.769217536127798
30,13.62764025943868,2.129297430219733,3.7864478784246454,17.414088137863324,5.915745308644379,19.54338556808306
31,13.581187089288818,2.373874531198588,4.104519232456284,17.6857063217451,6.478393763654872,20.05958085294369
32,13.53475504279496,2.684237716133584,3.6900674256583206,17.22482246845328,6.374305141791904,19.909060184586863
33,13.488344497221554,3.049508978070807,5.794448550497011,19.282793047718563,8.843957528567817,22.33230202578937
34,13.441955830601701,3.4570521693196326,2.6865814303575988,16.1285372609593,6.143633599677232,19.585589430278933
35,13.395589421729921,3.8928661915043477,3.8497696776758508,17.24535909940577,7.742635869180198,21.13822529091012
36,13.349245650154982,4.34202014332567,5.532378138204495,18.881623788359477,9.874398281530166,23.223643931685146
37,13.302924896172692,4.789117145761428,1.4924961529633225,14.795421049136015,6.28161329872475,19.58453819489744
38,13.25662754081868,5.218772690525094,2.41670393977176,15.673331480590441,7.635476630296854,20.892104171115534
39,13.210353965861216,5.616092914125231,4.343539596411363,17.553893562272577,9.959632510536593,23.16998647639781
40,13.164104553793988,5.967138200316434,3.7355058272833386,16.899610381077327,9.702644027599773,22.86674858139376
41,13.117879687828932,6.259357958100118,4.25487548002212,17.372755167851054,10.514233438122238,23.63211312595117
42,13.071679751888999,6.481983297228085,4.173769376193373,17.24544912808237,10.655752673421459,23.727432425310457
43,13.025505130600965,6.626365601809635,2.7255779357908967,15.751083066391862,9.351943537600532,22.377448668201495
44,12.97935620928824,6.686250646275986,4.878612109366967,17.857968318655207,11.564862755642952,24.54421896493119
45,12.933233373963644,6.657979856674332,4.585151059264375,17.518384433228018,11.243130915938707,24.176364289902352
46,12.887137011322231,6.540612534531485,4.028778437598479,16.91591544892071,10.569390972129964,23.456527983452197
47,12.841067508734067,6.335965263061087,3.5136630489861447,16.354730557720213,9.849628312047232,22.6906958207813
48,12.795025254237041,6.048567233282512,3.6129138228205293,16.40793907705757,9.66148105610304,22.45650631034008
49,12.74901063652965,5.68553278416373,3.5500468363838644,16.299057472913514,9.235579620547593,21.984590257077244
50,12.703024044963826,5.256354968504095,4.533901377959246,17.236925422923072,9.790256346463341,22.493280391427167
